"group","year","female","age","rank","group_size","died","days_survived_this_year_this_group","gg_mean","gg_sd","gr_mean","gr_sd","sg_mean","sg_sd","sr_mean","sr_sd","f_mean","f_sd"
11,2010,13,17,0.316192813,25.14705882,0,365,-0.757712134,0.475896101,-0.293862713,0.338066669,-0.590563647,0.497940374,-0.285944274,0.258796852,-0.446418246,0.77923881
11,2011,13,18,0.203771283,26.76666667,0,365,-0.158875806,0.525111552,-0.03015891,0.374364489,-0.14020946,0.55561684,-0.081913708,0.285625395,-0.718842482,0.840653021
11,2012,13,19,0.178329668,29.375,1,237,-0.71731171,0.514666119,-0.458278771,0.351620758,-0.208839783,0.554313319,-0.11107617,0.28353247,-0.695506138,0.915156551
2,2013,14,11,0.364744384,12.55555556,0,194,-0.728384106,0.611108193,-0.456309881,0.416574205,-0.178771153,0.668837719,-0.062390834,0.333703705,-0.233548091,0.950807627
2,2014,14,12,0.389272019,14,0,365,-0.447691827,0.58460979,-0.267903351,0.402467095,-0.891174741,0.726030934,-0.437543285,0.364232428,-0.120605575,0.924169697
2,2015,14,13,0.330303038,14.56521739,1,223,-0.096315287,0.535915531,-0.109535544,0.376916297,-0.846990393,0.766718042,-0.417989486,0.377675462,-0.433670575,0.927821428
3,2007,14,5,0.11646465,4.904761905,0,302,0.65652081,0.470485921,0.39419587,0.377584946,1.012516652,0.524425786,0.460724831,0.27890065,1.640751195,0.811290148
3,2008,14,6,0.070413439,5.6,0,366,1.229019972,0.463638656,0.612031813,0.387079542,0.331277169,0.569809818,0.138238418,0.296882335,1.045346006,0.835477474
3,2009,14,7,0.260433606,5.333333333,0,365,0.434640695,0.491183644,0.353485435,0.392306255,-0.214938859,0.676807765,-0.093903656,0.338629956,0.924972795,0.856761106
3,2010,14,8,0.264862922,7.571428571,0,365,0.328601129,0.581156504,0.217928299,0.41081355,-0.324263504,0.84697703,-0.157260209,0.418411426,0.49755145,0.945481089
3,2011,14,9,0.382348855,9.24,0,365,0.776068745,0.495061948,0.496655597,0.390219303,0.488239592,0.568800342,0.23296376,0.302334446,0.941427769,0.882053579
3,2012,14,10,0.654107198,8.388888889,0,366,0.619710567,0.611567015,0.41873979,0.421914028,1.124940763,0.643503461,0.551273693,0.32616038,0.352125678,0.976594233
3,2013,14,11,0.711172173,6,0,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007,14,5,0.256553229,15.7,0,63,0.198492664,0.490333946,0.036722162,0.365447367,-0.17579735,0.734352292,-0.101236325,0.365922658,-0.040739944,0.897732725
5,2012,15,5,0.669953599,23.41071429,0,366,0.34484581,0.386141026,0.177048018,0.302324799,0.016844627,0.377817541,-0.018189351,0.212434334,-0.237257745,0.766306933
5,2013,15,6,0.652484724,18.83333333,1,347,0.329724333,0.560201158,0.229775094,0.407329172,0.695220163,0.410861402,0.327859499,0.22824597,0.345549325,0.836477208
1,2004,16,5,0.670230691,17.22282609,0,366,0.758057766,0.455476238,0.351262751,0.353378303,1.091555755,0.256728859,0.508803927,0.17998753,1.942591591,0.617368825
1,2005,16,6,0.722922582,20.05128205,0,365,0.457609019,0.407247888,0.200482662,0.334651081,0.70239778,0.334569917,0.271953181,0.207845345,1.327001302,0.670521707
1,2006,16,7,0.76265651,22.12328767,1,331,0.411568034,0.361818911,0.089333974,0.308979891,0.015710468,0.334619534,0.028512392,0.194434097,0.455328093,0.63376392
5,2002,17,9,0.516972608,30,0,365,-0.048183671,0.626434387,-0.031268945,0.427379642,0.188591065,0.754956436,0.086316359,0.376051692,-0.215146635,0.971598843
5,2003,17,10,0.516525864,30.04225352,0,365,0.412463658,0.418303979,0.191694226,0.325733159,-0.30407589,0.371474359,-0.135640543,0.206542858,-0.387474252,0.822891964
5,2004,17,11,0.49906341,33.36315789,0,366,1.13414645,0.369760844,0.631939907,0.309527517,0.034742065,0.298294277,0.046397544,0.179619783,0.461640698,0.640690107
5,2005,17,12,0.508916693,34.20114943,0,365,0.470879017,0.353871372,0.213108655,0.288988228,-0.636087079,0.347292826,-0.304543132,0.197281387,0.046470141,0.671142344
5,2006,17,13,0.488205533,37.37423313,0,365,0.843387603,0.341842453,0.405228588,0.285424676,0.001008032,0.299207991,0.011880948,0.179796226,-1.218332521,0.738687117
5,2007,17,14,0.574063286,31.3852459,0,365,0.733008817,0.456032685,0.530988994,0.361026235,0.574963881,0.278039123,0.282183713,0.17329523,-0.027715019,0.729741019
5,2008,17,15,0.832539368,17.8375,0,366,0.651617461,0.426538814,0.265718139,0.355952693,1.073305514,0.263506166,0.564533889,0.177664213,0.225474668,0.656688325
5,2009,17,16,0.843681006,19.21518987,0,365,0.180320214,0.366249513,0.190478739,0.31407022,0.703055436,0.331738224,0.340418578,0.192974564,0.385124403,0.7158611
5,2010,17,17,0.796841384,19.92,0,365,1.124249551,0.378353429,0.531869743,0.309229208,0.692877356,0.479915776,0.32334378,0.25119389,-0.492819622,0.903926538
5,2011,17,18,0.809052085,22.3030303,0,365,0.439325326,0.346348505,0.266668034,0.296115399,1.058581213,0.27775378,0.558957174,0.181618117,-0.955270632,0.799929225
5,2012,17,19,0.811422122,23.41071429,0,366,0.604477065,0.363854158,0.13680971,0.30348914,1.060984333,0.299142658,0.498147594,0.184400579,0.209951224,0.732407962
5,2013,17,20,0.808913022,18.83333333,0,365,0.452241169,0.525822199,0.29193619,0.388598757,0.688821625,0.414676436,0.327487848,0.231137194,0.902352118,0.806398536
5,2014,17,21,0.796784411,16.55555556,0,365,0.183933057,0.590222148,0.107993692,0.422118011,1.040841463,0.560591586,0.502597209,0.287483252,-0.26185722,0.954880554
5,2015,17,22,0.843526398,15.74285714,0,365,0.631032655,0.400612095,0.325589451,0.325162709,1.19914205,0.409516954,0.594312184,0.225092852,0.120609946,0.815195649
5,2016,17,23,0.744080317,11.88888889,0,366,0.184468549,0.538292264,0.076365477,0.379462594,1.035237509,0.525211248,0.488663457,0.273744318,0.503857605,0.872452737
5,2017,17,24,0.760269153,14.36,0,365,0.476790493,0.419337535,0.486553181,0.33591055,0.507728345,0.525948116,0.254943871,0.269948401,-0.504448047,0.91160184
5,2018,17,25,0.735975176,16.33333333,0,365,0.159131932,0.511007621,0.087664511,0.369587521,0.476814158,0.670305039,0.219590215,0.334280439,0.37247446,0.944261768
5,2019,17,26,0.811672376,18.25,0,365,-0.725543998,0.65523297,-0.464277395,0.436497501,0.774452984,0.430569091,0.386792407,0.242276072,0.125178611,0.860477554
3,2007,18,7,0.241581495,4.904761905,0,302,0.924174628,0.461615209,0.536956204,0.376005905,0.840532448,0.487040536,0.427011367,0.261693911,1.331954213,0.83049877
3,2008,18,8,0.283936547,5.6,0,366,0.803964797,0.462334204,0.57740799,0.396474831,1.672038473,0.465029483,0.801702492,0.265467552,1.249287403,0.83676745
3,2009,18,9,0.471176913,5.333333333,0,365,1.048949858,0.469650371,0.582109075,0.38509094,0.839373165,0.58600812,0.399277845,0.304225485,0.709973853,0.854195867
3,2010,18,10,0.687229432,7.571428571,0,365,1.021032232,0.542453344,0.594654463,0.399552137,1.045460092,0.740006857,0.506786772,0.372038481,0.911414258,0.969190391
3,2011,18,11,0.628325321,9.24,0,365,1.132190592,0.498629679,0.694266656,0.398700588,1.294066657,0.500996698,0.638253712,0.269892243,0.626065097,0.906706861
3,2012,18,12,0.565079391,8.388888889,1,73,1.199694231,0.575583082,0.76499611,0.412574747,1.22525581,0.669245056,0.59000532,0.341803877,-0.069448598,0.992011087
5,2007,18,7,0.083333333,31.3852459,0,365,-0.221554765,0.701028304,-0.142135105,0.468527177,-0.114596349,0.878614016,-0.05477838,0.434284521,-0.033732855,0.958720225
7,2005,18,5,0.184490301,15.375,0,365,1.149444992,0.390166292,0.363881846,0.333677352,-0.450073114,0.462785474,-0.247742409,0.245073539,0.710616467,0.761539656
7,2006,18,6,0.289442791,17.23728814,0,365,0.939325027,0.376607874,0.420348176,0.328769225,-0.43716274,0.525786585,-0.224723303,0.271901885,0.058287352,0.819325917
7,2007,18,7,0.296744575,15.7,0,63,0.887755645,0.44402497,0.528905981,0.343983683,0.065721074,0.660473975,0.033720816,0.327138835,-0.059618476,0.899141636
5,2003,19,5,0.173751165,30.04225352,0,365,-0.353572491,0.506810107,-0.161709853,0.355420553,-0.548946988,0.388599774,-0.21777973,0.211461192,0.139477275,0.785534264
5,2004,19,6,0.174928411,33.36315789,0,366,0.004715443,0.470307923,-0.018361924,0.349889874,-1.597773993,0.441075251,-0.746159345,0.230777206,-0.409395977,0.677163761
5,2005,19,7,0.19129763,34.20114943,0,365,0.005250457,0.367466841,-0.225476561,0.294686711,-0.906155259,0.361868008,-0.410858005,0.201562038,-1.706756694,0.773968603
5,2006,19,8,0.270714988,37.37423313,0,365,0.220905335,0.334496027,0.105366733,0.282098835,-0.835656714,0.352189149,-0.393713351,0.19747891,-0.527011521,0.698022513
5,2007,19,9,0.250898155,31.3852459,0,365,0.314730346,0.37670038,0.284868246,0.304095742,-0.011384763,0.31232025,-0.011863333,0.183313428,-0.956281861,0.750613735
5,2008,19,10,0.299897844,17.8375,0,366,-0.109122798,0.438348684,0.100211341,0.352924908,-0.048038273,0.32843872,-0.03301774,0.192162382,-1.018188795,0.730120538
